"Daily Mean data	    supplied by UK-air on 05/01/2026",,,,,,,,,,,,,,,,,,,,,,,,,,
All Data GMT hour ending,,,,,,,,,,,,,,,,,,,,,,,,,,
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect,,,,,,,,,,,,,,,,,,,,,,,,,,
Site name,Camden Kerbside,,Haringey Roadside,,London Bexley,,London Bloomsbury,,London Eltham,,London Haringey Priory Park South,,London Harlington,,London Hillingdon,,London Marylebone Road,,London N. Kensington,,London Westminster,,Southwark A2 Old Kent Road,,Tower Hamlets Roadside,
2019/1/5,56,V ugm-3,34,V ugm-3,28,V ugm-3,52,V ugm-3,23,V ugm-3,29,V ugm-3,38,V ugm-3,36,V ugm-3,51,V ugm-3,42,V ugm-3,51,V ugm-3,54,V ugm-3,63,V ugm-3
2019/1/6,50,V ugm-3,35,V ugm-3,43,V ugm-3,55,V ugm-3,35,V ugm-3,30,V ugm-3,39,V ugm-3,38,V ugm-3,59,V ugm-3,40,V ugm-3,51,V ugm-3,50,V ugm-3,64,V ugm-3
2019/1/7,34,V ugm-3,31,V ugm-3,26,V ugm-3,47,V ugm-3,23,V ugm-3,21,V ugm-3,25,V ugm-3,51,V ugm-3,76,V ugm-3,35,V ugm-3,40,V ugm-3,29,V ugm-3,54,V ugm-3
2019/1/8,58,V ugm-3,25,V ugm-3,24,V ugm-3,45,V ugm-3,22,V ugm-3,21,V ugm-3,31,V ugm-3,24,V ugm-3,38,V ugm-3,31,V ugm-3,44,V ugm-3,54,V ugm-3,59,V ugm-3
2019/1/9,69,V ugm-3,33,V ugm-3,28,V ugm-3,48,V ugm-3,21,V ugm-3,24,V ugm-3,31,V ugm-3,29,V ugm-3,41,V ugm-3,36,V ugm-3,42,V ugm-3,62,V ugm-3,60,V ugm-3
2019/1/10,63,V ugm-3,48,V ugm-3,58,V ugm-3,61,V ugm-3,48,V ugm-3,43,V ugm-3,53,V ugm-3,53,V ugm-3,65,V ugm-3,56,V ugm-3,59,V ugm-3,62,V ugm-3,71,V ugm-3
2019/1/11,67,V ugm-3,40,V ugm-3,46,V ugm-3,54,V ugm-3,38,V ugm-3,34,V ugm-3,46,V ugm-3,44,V ugm-3,57,V ugm-3,48,V ugm-3,57,V ugm-3,64,V ugm-3,73,V ugm-3
2019/1/12,31,V ugm-3,24,V ugm-3,20,V ugm-3,42,V ugm-3,19,V ugm-3,17,V ugm-3,17,V ugm-3,31,V ugm-3,64,V ugm-3,25,V ugm-3,38,V ugm-3,25,V ugm-3,57,V ugm-3
2019/1/13,16,V ugm-3,13,V ugm-3,10,V ugm-3,29,V ugm-3,11,V ugm-3,8,V ugm-3,13,V ugm-3,16,V ugm-3,42,V ugm-3,13,V ugm-3,24,V ugm-3,19,V ugm-3,42,V ugm-3
2019/1/14,45,V ugm-3,29,V ugm-3,33,V ugm-3,47,V ugm-3,27,V ugm-3,24,V ugm-3,34,V ugm-3,28,V ugm-3,48,V ugm-3,32,V ugm-3,43,V ugm-3,52,V ugm-3,61,V ugm-3
2019/1/15,51,V ugm-3,45,V ugm-3,25,V ugm-3,36,V ugm-3,24,V ugm-3,32,V ugm-3,41,V ugm-3,68,V ugm-3,86,V ugm-3,40,V ugm-3,35,V ugm-3,31,V ugm-3,48,V ugm-3
2019/1/16,44,V ugm-3,36,V ugm-3,22,V ugm-3,31,V ugm-3,17,V ugm-3,23,V ugm-3,35,V ugm-3,59,V ugm-3,79,V ugm-3,28,V ugm-3,31,V ugm-3,26,V ugm-3,39,V ugm-3
2019/1/17,63,V ugm-3,34,V ugm-3,32,V ugm-3,51,V ugm-3,26,V ugm-3,27,V ugm-3,43,V ugm-3,42,V ugm-3,54,V ugm-3,39,V ugm-3,48,V ugm-3,63,V ugm-3,72,V ugm-3
2019/1/18,79,V ugm-3,62,V ugm-3,52,V ugm-3,53,V ugm-3,34,V ugm-3,44,V ugm-3,51,V ugm-3,85,V ugm-3,84,V ugm-3,51,V ugm-3,52,V ugm-3,46,V ugm-3,57,V ugm-3
2019/1/19,56,V ugm-3,44,V ugm-3,26,V ugm-3,38,V ugm-3,21,V ugm-3,31,V ugm-3,22,V ugm-3,63,V ugm-3,62,V ugm-3,36,V ugm-3,37,V ugm-3,48,V ugm-3,37,V ugm-3
2019/1/20,65,V ugm-3,46,V ugm-3,46,V ugm-3,51,V ugm-3,35,V ugm-3,39,V ugm-3,52,V ugm-3,51,V ugm-3,56,V ugm-3,49,V ugm-3,50,V ugm-3,73,V ugm-3,71,V ugm-3
2019/1/21,67,V ugm-3,56,V ugm-3,52,V ugm-3,48,V ugm-3,42,V ugm-3,44,V ugm-3,59,V ugm-3,79,V ugm-3,83,V ugm-3,55,V ugm-3,60,V ugm-3,54,V ugm-3,73,V ugm-3
2019/1/22,58,V ugm-3,46,V ugm-3,39,V ugm-3,48,V ugm-3,36,V ugm-3,40,V ugm-3,48,V ugm-3,74,V ugm-3,79,V ugm-3,45,V ugm-3,47,V ugm-3,46,V ugm-3,69,V ugm-3
2019/1/23,80,V ugm-3,41,V ugm-3,33,V ugm-3,53,V ugm-3,29,V ugm-3,36,V ugm-3,53,V ugm-3,49,V ugm-3,56,V ugm-3,46,V ugm-3,49,V ugm-3,80,V ugm-3,70,V ugm-3
2019/1/24,82,V ugm-3,62,V ugm-3,67,V ugm-3,69,V ugm-3,54,V ugm-3,61,V ugm-3,67,V ugm-3,83,V ugm-3,94,V ugm-3,68,V ugm-3,73,V ugm-3,77,V ugm-3,74,V ugm-3
2019/1/25,51,V ugm-3,46,V ugm-3,45,V ugm-3,55,V ugm-3,40,V ugm-3,37,V ugm-3,42,V ugm-3,53,V ugm-3,84,V ugm-3,49,V ugm-3,60,V ugm-3,54,V ugm-3,58,V ugm-3
2019/1/26,36,V ugm-3,28,V ugm-3,9,V ugm-3,24,V ugm-3,11,V ugm-3,15,V ugm-3,28,V ugm-3,45,V ugm-3,75,V ugm-3,20,V ugm-3,23,V ugm-3,14,V ugm-3,40,V ugm-3
2019/1/27,20,V ugm-3,10,V ugm-3,8,V ugm-3,26,V ugm-3,10,V ugm-3,7,V ugm-3,9,V ugm-3,9,V ugm-3,33,V ugm-3,12,V ugm-3,19,V ugm-3,25,V ugm-3,33,V ugm-3
2019/1/28,59,V ugm-3,34,V ugm-3,35,V ugm-3,No data,V ugm-3,31,V ugm-3,31,V ugm-3,41,V ugm-3,41,V ugm-3,52,V ugm-3,37,V ugm-3,47,V ugm-3,66,V ugm-3,59,V ugm-3
2019/1/29,72,V ugm-3,59,V ugm-3,40,V ugm-3,No data,V ugm-3,28,V ugm-3,47,V ugm-3,61,V ugm-3,89,V ugm-3,91,V ugm-3,50,V ugm-3,52,V ugm-3,48,V ugm-3,51,V ugm-3
2019/1/30,63,V ugm-3,47,V ugm-3,No data,V ugm-3,59,V ugm-3,48,V ugm-3,41,V ugm-3,53,V ugm-3,56,V ugm-3,76,V ugm-3,59,V ugm-3,58,V ugm-3,60,V ugm-3,67,V ugm-3
2019/1/31,97,V ugm-3,56,V ugm-3,No data,V ugm-3,63,V ugm-3,41,V ugm-3,50,V ugm-3,58,V ugm-3,79,V ugm-3,90,V ugm-3,60,V ugm-3,66,V ugm-3,67,V ugm-3,64,V ugm-3
2019/2/1,50,V ugm-3,32,V ugm-3,23,V ugm-3,42,V ugm-3,22,V ugm-3,22,V ugm-3,29,V ugm-3,30,V ugm-3,41,V ugm-3,30,V ugm-3,45,V ugm-3,56,V ugm-3,59,V ugm-3
2019/2/2,55,V ugm-3,21,V ugm-3,17,V ugm-3,38,V ugm-3,15,V ugm-3,14,V ugm-3,25,V ugm-3,21,V ugm-3,32,V ugm-3,23,V ugm-3,32,V ugm-3,52,V ugm-3,50,V ugm-3
2019/2/3,48,V ugm-3,42,V ugm-3,25,V ugm-3,37,V ugm-3,24,V ugm-3,31,V ugm-3,42,V ugm-3,65,V ugm-3,72,V ugm-3,42,V ugm-3,36,V ugm-3,38,V ugm-3,45,V ugm-3
2019/2/4,50,V ugm-3,43,V ugm-3,23,V ugm-3,33,V ugm-3,18,V ugm-3,31,V ugm-3,42,V ugm-3,66,V ugm-3,74,V ugm-3,33,V ugm-3,38,V ugm-3,31,V ugm-3,34,V ugm-3
2019/2/5,54,V ugm-3,55,V ugm-3,26,V ugm-3,35,V ugm-3,17,V ugm-3,39,V ugm-3,46,V ugm-3,68,V ugm-3,74,V ugm-3,33,V ugm-3,39,V ugm-3,32,V ugm-3,35,V ugm-3
2019/2/6,58,V ugm-3,47,V ugm-3,27,V ugm-3,34,V ugm-3,18,V ugm-3,33,V ugm-3,No data,V ugm-3,76,V ugm-3,85,V ugm-3,35,V ugm-3,40,V ugm-3,31,V ugm-3,35,V ugm-3
2019/2/7,30,V ugm-3,26,V ugm-3,11,V ugm-3,22,V ugm-3,10,V ugm-3,16,V ugm-3,,,50,V ugm-3,81,V ugm-3,20,V ugm-3,22,V ugm-3,15,V ugm-3,31,V ugm-3
2019/2/8,28,V ugm-3,24,V ugm-3,9,V ugm-3,18,V ugm-3,4,V ugm-3,12,V ugm-3,No data,V ugm-3,45,V ugm-3,89,V ugm-3,14,V ugm-3,17,V ugm-3,10,V ugm-3,19,V ugm-3
2019/2/9,21,V ugm-3,21,V ugm-3,7,V ugm-3,15,V ugm-3,5,V ugm-3,9,V ugm-3,22,V ugm-3,42,V ugm-3,80,V ugm-3,13,V ugm-3,13,V ugm-3,9,V ugm-3,18,V ugm-3
2019/2/10,30,V ugm-3,24,V ugm-3,17,V ugm-3,35,V ugm-3,12,V ugm-3,14,V ugm-3,24,V ugm-3,37,V ugm-3,68,V ugm-3,21,V ugm-3,24,V ugm-3,24,V ugm-3,29,V ugm-3
2019/2/11,72,V ugm-3,48,V ugm-3,44,V ugm-3,42,V ugm-3,28,V ugm-3,33,V ugm-3,48,V ugm-3,55,V ugm-3,64,V ugm-3,43,V ugm-3,46,V ugm-3,64,V ugm-3,55,V ugm-3
2019/2/12,55,V ugm-3,57,V ugm-3,35,V ugm-3,38,V ugm-3,24,V ugm-3,36,V ugm-3,53,V ugm-3,85,V ugm-3,94,V ugm-3,45,V ugm-3,43,V ugm-3,No data,V ugm-3,44,V ugm-3
2019/2/13,49,V ugm-3,59,V ugm-3,31,V ugm-3,33,V ugm-3,18,V ugm-3,31,V ugm-3,48,V ugm-3,79,V ugm-3,85,V ugm-3,34,V ugm-3,37,V ugm-3,No data,V ugm-3,32,V ugm-3
2019/2/14,91,V ugm-3,76,V ugm-3,54,V ugm-3,53,V ugm-3,35,V ugm-3,57,V ugm-3,65,V ugm-3,89,V ugm-3,92,V ugm-3,62,V ugm-3,62,V ugm-3,81,V ugm-3,66,V ugm-3
2019/2/15,77,V ugm-3,80,V ugm-3,55,V ugm-3,57,V ugm-3,30,V ugm-3,56,V ugm-3,69,V ugm-3,95,V ugm-3,97,V ugm-3,58,V ugm-3,65,V ugm-3,69,V ugm-3,64,V ugm-3
2019/2/16,51,V ugm-3,59,V ugm-3,37,V ugm-3,41,V ugm-3,20,V ugm-3,34,V ugm-3,58,V ugm-3,80,V ugm-3,84,V ugm-3,43,V ugm-3,44,V ugm-3,38,V ugm-3,35,V ugm-3
2019/2/17,43,V ugm-3,45,V ugm-3,26,V ugm-3,31,V ugm-3,14,V ugm-3,28,V ugm-3,48,V ugm-3,75,V ugm-3,74,V ugm-3,27,V ugm-3,34,V ugm-3,39,V ugm-3,32,V ugm-3
2019/2/18,44,V ugm-3,50,V ugm-3,28,V ugm-3,33,V ugm-3,18,V ugm-3,27,V ugm-3,49,V ugm-3,83,V ugm-3,83,V ugm-3,30,V ugm-3,35,V ugm-3,32,V ugm-3,32,V ugm-3
2019/2/19,46,V ugm-3,44,V ugm-3,21,V ugm-3,29,V ugm-3,15,V ugm-3,26,V ugm-3,41,V ugm-3,80,V ugm-3,88,V ugm-3,30,V ugm-3,27,V ugm-3,29,V ugm-3,37,V ugm-3
2019/2/20,38,V ugm-3,37,V ugm-3,20,V ugm-3,24,V ugm-3,11,V ugm-3,17,V ugm-3,37,V ugm-3,No data,V ugm-3,79,V ugm-3,24,V ugm-3,No data,V ugm-3,24,V ugm-3,25,V ugm-3
2019/2/21,44,V ugm-3,48,V ugm-3,27,V ugm-3,29,V ugm-3,19,V ugm-3,27,V ugm-3,41,V ugm-3,No data,V ugm-3,89,V ugm-3,30,V ugm-3,No data,V ugm-3,31,V ugm-3,33,V ugm-3
2019/2/22,75,V ugm-3,60,V ugm-3,44,V ugm-3,57,V ugm-3,35,V ugm-3,49,V ugm-3,48,V ugm-3,No data,V ugm-3,93,V ugm-3,51,V ugm-3,51,V ugm-3,63,V ugm-3,47,V ugm-3
2019/2/23,68,V ugm-3,58,V ugm-3,43,V ugm-3,46,V ugm-3,34,V ugm-3,44,V ugm-3,54,V ugm-3,No data,V ugm-3,80,V ugm-3,50,V ugm-3,48,V ugm-3,56,V ugm-3,45,V ugm-3
2019/2/24,72,V ugm-3,60,V ugm-3,55,V ugm-3,64,V ugm-3,50,V ugm-3,48,V ugm-3,67,V ugm-3,No data,V ugm-3,79,V ugm-3,68,V ugm-3,71,V ugm-3,79,V ugm-3,60,V ugm-3
2019/2/25,96,V ugm-3,78,V ugm-3,70,V ugm-3,81,V ugm-3,69,V ugm-3,65,V ugm-3,86,V ugm-3,No data,V ugm-3,102,V ugm-3,86,V ugm-3,99,V ugm-3,105,V ugm-3,81,V ugm-3
2019/2/26,103,V ugm-3,85,V ugm-3,85,V ugm-3,90,V ugm-3,76,V ugm-3,73,V ugm-3,93,V ugm-3,No data,V ugm-3,110,V ugm-3,92,V ugm-3,111,V ugm-3,114,V ugm-3,92,V ugm-3
2019/2/27,93,V ugm-3,85,V ugm-3,71,V ugm-3,75,V ugm-3,56,V ugm-3,69,V ugm-3,91,V ugm-3,No data,V ugm-3,119,V ugm-3,83,V ugm-3,98,V ugm-3,87,V ugm-3,86,V ugm-3
2019/2/28,47,V ugm-3,46,V ugm-3,38,V ugm-3,50,V ugm-3,29,V ugm-3,31,V ugm-3,43,V ugm-3,No data,V ugm-3,98,V ugm-3,40,V ugm-3,47,V ugm-3,42,V ugm-3,52,V ugm-3
2019/3/1,49,V ugm-3,42,V ugm-3,42,V ugm-3,45,V ugm-3,27,V ugm-3,27,V ugm-3,44,V ugm-3,No data,V ugm-3,73,V ugm-3,35,V ugm-3,44,V ugm-3,49,V ugm-3,55,V ugm-3
2019/3/2,29,V ugm-3,29,V ugm-3,17,V ugm-3,20,V ugm-3,9,V ugm-3,16,V ugm-3,26,V ugm-3,No data,V ugm-3,72,V ugm-3,18,V ugm-3,23,V ugm-3,16,V ugm-3,28,V ugm-3
2019/3/3,19,V ugm-3,18,V ugm-3,9,V ugm-3,10,V ugm-3,6,V ugm-3,9,V ugm-3,26,V ugm-3,No data,V ugm-3,60,V ugm-3,11,V ugm-3,12,V ugm-3,10,V ugm-3,18,V ugm-3
2019/3/4,26,V ugm-3,24,V ugm-3,17,V ugm-3,25,V ugm-3,13,V ugm-3,15,V ugm-3,18,V ugm-3,49,V ugm-3,84,V ugm-3,No data,V ugm-3,25,V ugm-3,19,V ugm-3,35,V ugm-3
2019/3/5,38,V ugm-3,39,V ugm-3,19,V ugm-3,21,V ugm-3,11,V ugm-3,20,V ugm-3,33,V ugm-3,60,V ugm-3,No data,V ugm-3,No data,V ugm-3,21,V ugm-3,20,V ugm-3,25,V ugm-3
2019/3/6,31,V ugm-3,33,V ugm-3,13,V ugm-3,19,V ugm-3,8,V ugm-3,17,V ugm-3,29,V ugm-3,47,V ugm-3,No data,V ugm-3,15,V ugm-3,19,V ugm-3,16,V ugm-3,17,V ugm-3
2019/3/7,21,V ugm-3,21,V ugm-3,10,V ugm-3,25,V ugm-3,10,V ugm-3,11,V ugm-3,12,V ugm-3,30,V ugm-3,87,V ugm-3,14,V ugm-3,20,V ugm-3,16,V ugm-3,29,V ugm-3
2019/3/8,44,V ugm-3,40,V ugm-3,20,V ugm-3,31,V ugm-3,15,V ugm-3,21,V ugm-3,30,V ugm-3,54,V ugm-3,91,V ugm-3,27,V ugm-3,27,V ugm-3,25,V ugm-3,36,V ugm-3
2019/3/9,25,V ugm-3,26,V ugm-3,11,V ugm-3,24,V ugm-3,No data,V ugm-3,12,V ugm-3,20,V ugm-3,39,V ugm-3,73,V ugm-3,16,V ugm-3,20,V ugm-3,17,V ugm-3,30,V ugm-3
2019/3/10,25,V ugm-3,21,V ugm-3,10,V ugm-3,27,V ugm-3,No data,V ugm-3,11,V ugm-3,13,V ugm-3,30,V ugm-3,57,V ugm-3,17,V ugm-3,17,V ugm-3,22,V ugm-3,32,V ugm-3
2019/3/11,27,V ugm-3,23,V ugm-3,16,V ugm-3,36,V ugm-3,No data,V ugm-3,12,V ugm-3,20,V ugm-3,No data,V ugm-3,60,V ugm-3,17,V ugm-3,24,V ugm-3,26,V ugm-3,32,V ugm-3
2019/3/12,26,V ugm-3,25,V ugm-3,12,V ugm-3,24,V ugm-3,No data,V ugm-3,15,V ugm-3,20,V ugm-3,No data,V ugm-3,71,V ugm-3,16,V ugm-3,21,V ugm-3,19,V ugm-3,28,V ugm-3
2019/3/13,18,V ugm-3,14,V ugm-3,11,V ugm-3,32,V ugm-3,10,V ugm-3,9,V ugm-3,10,V ugm-3,No data,V ugm-3,60,V ugm-3,14,V ugm-3,24,V ugm-3,22,V ugm-3,31,V ugm-3
2019/3/14,25,V ugm-3,20,V ugm-3,12,V ugm-3,32,V ugm-3,11,V ugm-3,12,V ugm-3,17,V ugm-3,No data,V ugm-3,65,V ugm-3,17,V ugm-3,25,V ugm-3,24,V ugm-3,34,V ugm-3
2019/3/15,18,V ugm-3,18,V ugm-3,8,V ugm-3,23,V ugm-3,8,V ugm-3,9,V ugm-3,12,V ugm-3,No data,V ugm-3,72,V ugm-3,12,V ugm-3,21,V ugm-3,15,V ugm-3,28,V ugm-3
2019/3/16,16,V ugm-3,15,V ugm-3,4,V ugm-3,9,V ugm-3,4,V ugm-3,6,V ugm-3,17,V ugm-3,No data,V ugm-3,60,V ugm-3,8,V ugm-3,10,V ugm-3,9,V ugm-3,17,V ugm-3
2019/3/17,19,V ugm-3,18,V ugm-3,12,V ugm-3,36,V ugm-3,9,V ugm-3,9,V ugm-3,12,V ugm-3,No data,V ugm-3,62,V ugm-3,14,V ugm-3,18,V ugm-3,21,V ugm-3,32,V ugm-3
2019/3/18,50,V ugm-3,35,V ugm-3,38,V ugm-3,54,V ugm-3,29,V ugm-3,28,V ugm-3,36,V ugm-3,No data,V ugm-3,75,V ugm-3,37,V ugm-3,41,V ugm-3,46,V ugm-3,56,V ugm-3
2019/3/19,52,V ugm-3,54,V ugm-3,30,V ugm-3,35,V ugm-3,21,V ugm-3,36,V ugm-3,40,V ugm-3,No data,V ugm-3,85,V ugm-3,33,V ugm-3,35,V ugm-3,34,V ugm-3,41,V ugm-3
2019/3/20,40,V ugm-3,42,V ugm-3,21,V ugm-3,32,V ugm-3,16,V ugm-3,23,V ugm-3,26,V ugm-3,No data,V ugm-3,No data,V ugm-3,24,V ugm-3,28,V ugm-3,24,V ugm-3,39,V ugm-3
2019/3/21,44,V ugm-3,38,V ugm-3,27,V ugm-3,35,V ugm-3,22,V ugm-3,23,V ugm-3,27,V ugm-3,No data,V ugm-3,No data,V ugm-3,28,V ugm-3,39,V ugm-3,33,V ugm-3,42,V ugm-3
2019/3/22,41,V ugm-3,43,V ugm-3,24,V ugm-3,23,V ugm-3,16,V ugm-3,22,V ugm-3,33,V ugm-3,No data,V ugm-3,84,V ugm-3,23,V ugm-3,29,V ugm-3,25,V ugm-3,30,V ugm-3
2019/3/23,53,V ugm-3,38,V ugm-3,29,V ugm-3,44,V ugm-3,19,V ugm-3,22,V ugm-3,29,V ugm-3,No data,V ugm-3,54,V ugm-3,30,V ugm-3,38,V ugm-3,51,V ugm-3,45,V ugm-3
2019/3/24,41,V ugm-3,32,V ugm-3,27,V ugm-3,42,V ugm-3,18,V ugm-3,21,V ugm-3,35,V ugm-3,No data,V ugm-3,51,V ugm-3,30,V ugm-3,39,V ugm-3,49,V ugm-3,47,V ugm-3
2019/3/25,61,V ugm-3,32,V ugm-3,23,V ugm-3,38,V ugm-3,13,V ugm-3,16,V ugm-3,30,V ugm-3,No data,V ugm-3,43,V ugm-3,23,V ugm-3,30,V ugm-3,57,V ugm-3,46,V ugm-3
2019/3/26,77,V ugm-3,59,V ugm-3,49,V ugm-3,58,V ugm-3,38,V ugm-3,41,V ugm-3,49,V ugm-3,50,V ugm-3,75,V ugm-3,53,V ugm-3,58,V ugm-3,73,V ugm-3,70,V ugm-3
2019/3/27,71,V ugm-3,55,V ugm-3,46,V ugm-3,47,V ugm-3,35,V ugm-3,31,V ugm-3,49,V ugm-3,51,V ugm-3,64,V ugm-3,44,V ugm-3,51,V ugm-3,79,V ugm-3,68,V ugm-3
2019/3/28,84,V ugm-3,68,V ugm-3,46,V ugm-3,46,V ugm-3,29,V ugm-3,41,V ugm-3,58,V ugm-3,78,V ugm-3,91,V ugm-3,48,V ugm-3,54,V ugm-3,74,V ugm-3,57,V ugm-3
2019/3/29,76,V ugm-3,76,V ugm-3,51,V ugm-3,52,V ugm-3,31,V ugm-3,43,V ugm-3,57,V ugm-3,89,V ugm-3,108,V ugm-3,46,V ugm-3,57,V ugm-3,66,V ugm-3,52,V ugm-3
2019/3/30,74,V ugm-3,51,V ugm-3,47,V ugm-3,58,V ugm-3,30,V ugm-3,36,V ugm-3,49,V ugm-3,51,V ugm-3,73,V ugm-3,48,V ugm-3,64,V ugm-3,64,V ugm-3,61,V ugm-3
2019/3/31,26,V ugm-3,17,V ugm-3,14,V ugm-3,24,V ugm-3,9,V ugm-3,13,V ugm-3,17,V ugm-3,22,V ugm-3,36,V ugm-3,16,V ugm-3,22,V ugm-3,32,V ugm-3,30,V ugm-3
2019/4/1,54,V ugm-3,34,V ugm-3,25,V ugm-3,37,V ugm-3,16,V ugm-3,22,V ugm-3,32,V ugm-3,49,V ugm-3,61,V ugm-3,29,V ugm-3,No data,V ugm-3,51,V ugm-3,36,V ugm-3
2019/4/2,54,V ugm-3,44,V ugm-3,35,V ugm-3,46,V ugm-3,23,V ugm-3,33,V ugm-3,42,V ugm-3,55,V ugm-3,97,V ugm-3,38,V ugm-3,No data,V ugm-3,44,V ugm-3,44,V ugm-3
2019/4/3,67,V ugm-3,44,V ugm-3,41,V ugm-3,46,V ugm-3,25,V ugm-3,31,V ugm-3,42,V ugm-3,58,V ugm-3,80,V ugm-3,38,V ugm-3,No data,V ugm-3,54,V ugm-3,52,V ugm-3
2019/4/4,59,V ugm-3,39,V ugm-3,22,V ugm-3,29,V ugm-3,7,V ugm-3,25,V ugm-3,26,V ugm-3,67,V ugm-3,75,V ugm-3,24,V ugm-3,No data,V ugm-3,25,V ugm-3,24,V ugm-3
2019/4/5,55,V ugm-3,31,V ugm-3,22,V ugm-3,36,V ugm-3,12,V ugm-3,19,V ugm-3,24,V ugm-3,59,V ugm-3,74,V ugm-3,26,V ugm-3,No data,V ugm-3,39,V ugm-3,29,V ugm-3
2019/4/6,29,V ugm-3,24,V ugm-3,13,V ugm-3,28,V ugm-3,9,V ugm-3,15,V ugm-3,25,V ugm-3,27,V ugm-3,31,V ugm-3,21,V ugm-3,No data,V ugm-3,42,V ugm-3,35,V ugm-3
2019/4/7,38,V ugm-3,24,V ugm-3,14,V ugm-3,30,V ugm-3,10,V ugm-3,13,V ugm-3,18,V ugm-3,17,V ugm-3,27,V ugm-3,20,V ugm-3,No data,V ugm-3,43,V ugm-3,No data,V ugm-3
2019/4/8,57,V ugm-3,43,V ugm-3,43,V ugm-3,48,V ugm-3,32,V ugm-3,29,V ugm-3,38,V ugm-3,34,V ugm-3,55,V ugm-3,39,V ugm-3,No data,V ugm-3,60,V ugm-3,49,V ugm-3
2019/4/9,39,V ugm-3,34,V ugm-3,22,V ugm-3,37,V ugm-3,17,V ugm-3,21,V ugm-3,34,V ugm-3,29,V ugm-3,36,V ugm-3,30,V ugm-3,No data,V ugm-3,53,V ugm-3,53,V ugm-3
2019/4/10,30,V ugm-3,23,V ugm-3,12,V ugm-3,26,V ugm-3,7,V ugm-3,12,V ugm-3,18,V ugm-3,19,V ugm-3,27,V ugm-3,15,V ugm-3,No data,V ugm-3,42,V ugm-3,42,V ugm-3
2019/4/11,47,V ugm-3,38,V ugm-3,20,V ugm-3,34,V ugm-3,12,V ugm-3,18,V ugm-3,26,V ugm-3,35,V ugm-3,51,V ugm-3,22,V ugm-3,No data,V ugm-3,50,V ugm-3,38,V ugm-3
