Daily Mean data	    supplied by UK-air on 06/01/2026
All Data GMT hour ending
Status: V=Verified P=Provisionaly Verified N=Not Verified S=Suspect
,"Camden Kerbside",,"Haringey Roadside",,"London Bexley",,"London Bloomsbury",,"London Eltham",,"London Haringey Priory Park South",,"London Harlington",,"London Hillingdon",,"London Marylebone Road",,"London N. Kensington",,"London Teddington",,"London Westminster",,"Southwark A2 Old Kent Road",,"Tower Hamlets Roadside",
2014-01-04,48,V ugm-3,45,V ugm-3,19,V ugm-3,41,V ugm-3,17,V ugm-3,27,V ugm-3,32,V ugm-3,68,V ugm-3,87,V ugm-3,29,V ugm-3,11,V ugm-3,32,V ugm-3,18,V ugm-3,36,V ugm-3
2014-01-05,53,V ugm-3,55,V ugm-3,22,V ugm-3,41,V ugm-3,13,V ugm-3,30,V ugm-3,43,V ugm-3,76,V ugm-3,85,V ugm-3,33,V ugm-3,12,V ugm-3,32,V ugm-3,22,V ugm-3,35,V ugm-3
2014-01-06,37,V ugm-3,34,V ugm-3,12,V ugm-3,29,V ugm-3,7,V ugm-3,14,V ugm-3,25,V ugm-3,51,V ugm-3,90,V ugm-3,16,V ugm-3,5,V ugm-3,18,V ugm-3,7,V ugm-3,21,V ugm-3
2014-01-07,43,V ugm-3,40,V ugm-3,16,V ugm-3,34,V ugm-3,9,V ugm-3,18,V ugm-3,No data,V ugm-3,60,V ugm-3,91,V ugm-3,20,V ugm-3,6,V ugm-3,22,V ugm-3,10,V ugm-3,25,V ugm-3
2014-01-08,61,V ugm-3,53,V ugm-3,24,V ugm-3,48,V ugm-3,20,V ugm-3,32,V ugm-3,No data,V ugm-3,82,V ugm-3,100,V ugm-3,35,V ugm-3,15,V ugm-3,39,V ugm-3,18,V ugm-3,39,V ugm-3
2014-01-09,43,V ugm-3,36,V ugm-3,22,V ugm-3,48,V ugm-3,23,V ugm-3,24,V ugm-3,20,V ugm-3,55,V ugm-3,98,V ugm-3,34,V ugm-3,16,V ugm-3,42,V ugm-3,26,V ugm-3,52,V ugm-3
2014-01-10,75,V ugm-3,66,V ugm-3,33,V ugm-3,55,V ugm-3,26,V ugm-3,40,V ugm-3,51,V ugm-3,97,V ugm-3,127,V ugm-3,47,V ugm-3,18,V ugm-3,49,V ugm-3,34,V ugm-3,54,V ugm-3
2014-01-11,65,V ugm-3,51,V ugm-3,32,V ugm-3,64,V ugm-3,36,V ugm-3,36,V ugm-3,43,V ugm-3,49,V ugm-3,83,V ugm-3,50,V ugm-3,29,V ugm-3,56,V ugm-3,48,V ugm-3,73,V ugm-3
2014-01-12,78,V ugm-3,57,V ugm-3,25,V ugm-3,65,V ugm-3,29,V ugm-3,46,V ugm-3,45,V ugm-3,75,V ugm-3,95,V ugm-3,54,V ugm-3,32,V ugm-3,50,V ugm-3,39,V ugm-3,55,V ugm-3
2014-01-13,68,V ugm-3,62,V ugm-3,31,V ugm-3,51,V ugm-3,20,V ugm-3,36,V ugm-3,50,V ugm-3,95,V ugm-3,119,V ugm-3,38,V ugm-3,15,V ugm-3,41,V ugm-3,26,V ugm-3,45,V ugm-3
2014-01-14,70,V ugm-3,57,V ugm-3,47,V ugm-3,67,V ugm-3,42,V ugm-3,45,V ugm-3,49,V ugm-3,76,V ugm-3,118,V ugm-3,52,V ugm-3,29,V ugm-3,61,V ugm-3,39,V ugm-3,72,V ugm-3
2014-01-15,68,V ugm-3,64,V ugm-3,23,V ugm-3,52,V ugm-3,15,V ugm-3,37,V ugm-3,44,V ugm-3,89,V ugm-3,No data,V ugm-3,34,V ugm-3,11,V ugm-3,38,V ugm-3,20,V ugm-3,37,V ugm-3
2014-01-16,62,V ugm-3,55,V ugm-3,20,V ugm-3,45,V ugm-3,13,V ugm-3,31,V ugm-3,40,V ugm-3,84,V ugm-3,114,V ugm-3,29,V ugm-3,11,V ugm-3,32,V ugm-3,17,V ugm-3,32,V ugm-3
2014-01-17,69,V ugm-3,64,V ugm-3,29,V ugm-3,54,V ugm-3,18,V ugm-3,40,V ugm-3,44,V ugm-3,91,V ugm-3,124,V ugm-3,38,V ugm-3,16,V ugm-3,42,V ugm-3,22,V ugm-3,39,V ugm-3
2014-01-18,73,V ugm-3,44,V ugm-3,26,V ugm-3,51,V ugm-3,18,V ugm-3,34,V ugm-3,23,V ugm-3,68,V ugm-3,69,V ugm-3,38,V ugm-3,15,V ugm-3,38,V ugm-3,26,V ugm-3,30,V ugm-3
2014-01-19,67,V ugm-3,57,V ugm-3,35,V ugm-3,55,V ugm-3,24,V ugm-3,45,V ugm-3,40,V ugm-3,80,V ugm-3,95,V ugm-3,47,V ugm-3,26,V ugm-3,49,V ugm-3,37,V ugm-3,58,V ugm-3
2014-01-20,126,V ugm-3,96,V ugm-3,37,V ugm-3,111,V ugm-3,61,V ugm-3,73,V ugm-3,98,V ugm-3,86,V ugm-3,119,V ugm-3,98,V ugm-3,73,V ugm-3,106,V ugm-3,100,V ugm-3,126,V ugm-3
2014-01-21,101,V ugm-3,73,V ugm-3,33,V ugm-3,88,V ugm-3,43,V ugm-3,59,V ugm-3,53,V ugm-3,90,V ugm-3,136,V ugm-3,70,V ugm-3,39,V ugm-3,80,V ugm-3,51,V ugm-3,77,V ugm-3
2014-01-22,80,V ugm-3,59,V ugm-3,43,V ugm-3,59,V ugm-3,39,V ugm-3,47,V ugm-3,42,V ugm-3,87,V ugm-3,124,V ugm-3,54,V ugm-3,30,V ugm-3,55,V ugm-3,39,V ugm-3,58,V ugm-3
2014-01-23,63,V ugm-3,47,V ugm-3,40,V ugm-3,76,V ugm-3,41,V ugm-3,35,V ugm-3,44,V ugm-3,57,V ugm-3,106,V ugm-3,50,V ugm-3,23,V ugm-3,63,V ugm-3,46,V ugm-3,68,V ugm-3
2014-01-24,98,V ugm-3,66,V ugm-3,38,V ugm-3,65,V ugm-3,33,V ugm-3,46,V ugm-3,44,V ugm-3,96,V ugm-3,113,V ugm-3,54,V ugm-3,26,V ugm-3,53,V ugm-3,40,V ugm-3,54,V ugm-3
2014-01-25,48,V ugm-3,39,V ugm-3,20,V ugm-3,51,V ugm-3,21,V ugm-3,25,V ugm-3,29,V ugm-3,49,V ugm-3,83,V ugm-3,31,V ugm-3,11,V ugm-3,36,V ugm-3,27,V ugm-3,47,V ugm-3
2014-01-26,44,V ugm-3,40,V ugm-3,16,V ugm-3,47,V ugm-3,16,V ugm-3,22,V ugm-3,27,V ugm-3,57,V ugm-3,95,V ugm-3,27,V ugm-3,9,V ugm-3,30,V ugm-3,18,V ugm-3,44,V ugm-3
2014-01-27,61,V ugm-3,48,V ugm-3,24,V ugm-3,45,V ugm-3,18,V ugm-3,29,V ugm-3,36,V ugm-3,76,V ugm-3,116,V ugm-3,34,V ugm-3,12,V ugm-3,36,V ugm-3,20,V ugm-3,45,V ugm-3
2014-01-28,71,V ugm-3,59,V ugm-3,25,V ugm-3,54,V ugm-3,17,V ugm-3,36,V ugm-3,34,V ugm-3,82,V ugm-3,111,V ugm-3,36,V ugm-3,14,V ugm-3,42,V ugm-3,21,V ugm-3,38,V ugm-3
2014-01-29,88,V ugm-3,53,V ugm-3,32,V ugm-3,67,V ugm-3,34,V ugm-3,41,V ugm-3,44,V ugm-3,65,V ugm-3,88,V ugm-3,52,V ugm-3,35,V ugm-3,64,V ugm-3,65,V ugm-3,65,V ugm-3
2014-01-30,96,V ugm-3,70,V ugm-3,46,V ugm-3,65,V ugm-3,43,V ugm-3,53,V ugm-3,52,V ugm-3,54,V ugm-3,88,V ugm-3,58,V ugm-3,46,V ugm-3,67,V ugm-3,78,V ugm-3,78,V ugm-3
2014-01-31,72,V ugm-3,60,V ugm-3,25,V ugm-3,57,V ugm-3,21,V ugm-3,41,V ugm-3,46,V ugm-3,71,V ugm-3,104,V ugm-3,No data,V ugm-3,25,V ugm-3,47,V ugm-3,31,V ugm-3,51,V ugm-3
2014-02-01,43,V ugm-3,34,V ugm-3,10,V ugm-3,33,V ugm-3,8,V ugm-3,16,V ugm-3,25,V ugm-3,50,V ugm-3,86,V ugm-3,18,V ugm-3,6,V ugm-3,20,V ugm-3,11,V ugm-3,25,V ugm-3
2014-02-02,50,V ugm-3,43,V ugm-3,16,V ugm-3,40,V ugm-3,14,V ugm-3,22,V ugm-3,34,V ugm-3,67,V ugm-3,91,V ugm-3,23,V ugm-3,9,V ugm-3,28,V ugm-3,16,V ugm-3,36,V ugm-3
2014-02-03,70,V ugm-3,48,V ugm-3,31,V ugm-3,52,V ugm-3,18,V ugm-3,33,V ugm-3,25,V ugm-3,80,V ugm-3,78,V ugm-3,38,V ugm-3,14,V ugm-3,46,V ugm-3,37,V ugm-3,37,V ugm-3
2014-02-04,62,V ugm-3,47,V ugm-3,21,V ugm-3,46,V ugm-3,13,V ugm-3,25,V ugm-3,29,V ugm-3,74,V ugm-3,100,V ugm-3,28,V ugm-3,11,V ugm-3,32,V ugm-3,17,V ugm-3,32,V ugm-3
2014-02-05,48,V ugm-3,35,V ugm-3,10,V ugm-3,38,V ugm-3,7,V ugm-3,16,V ugm-3,25,V ugm-3,53,V ugm-3,98,V ugm-3,17,V ugm-3,6,V ugm-3,21,V ugm-3,No data,V ugm-3,25,V ugm-3
2014-02-06,71,V ugm-3,56,V ugm-3,20,V ugm-3,54,V ugm-3,13,V ugm-3,31,V ugm-3,40,V ugm-3,85,V ugm-3,112,V ugm-3,36,V ugm-3,12,V ugm-3,40,V ugm-3,No data,V ugm-3,40,V ugm-3
2014-02-07,53,V ugm-3,46,V ugm-3,22,V ugm-3,50,V ugm-3,18,V ugm-3,25,V ugm-3,30,V ugm-3,56,V ugm-3,95,V ugm-3,27,V ugm-3,12,V ugm-3,40,V ugm-3,No data,V ugm-3,50,V ugm-3
2014-02-08,32,V ugm-3,30,V ugm-3,7,V ugm-3,28,V ugm-3,4,V ugm-3,11,V ugm-3,25,V ugm-3,47,V ugm-3,75,V ugm-3,13,V ugm-3,4,V ugm-3,16,V ugm-3,No data,V ugm-3,17,V ugm-3
2014-02-09,34,V ugm-3,30,V ugm-3,8,V ugm-3,28,V ugm-3,7,V ugm-3,13,V ugm-3,24,V ugm-3,49,V ugm-3,79,V ugm-3,16,V ugm-3,6,V ugm-3,16,V ugm-3,No data,V ugm-3,26,V ugm-3
2014-02-10,81,V ugm-3,65,V ugm-3,40,V ugm-3,65,V ugm-3,32,V ugm-3,42,V ugm-3,46,V ugm-3,83,V ugm-3,99,V ugm-3,48,V ugm-3,26,V ugm-3,62,V ugm-3,No data,V ugm-3,77,V ugm-3
2014-02-11,56,V ugm-3,50,V ugm-3,26,V ugm-3,53,V ugm-3,21,V ugm-3,30,V ugm-3,33,V ugm-3,68,V ugm-3,109,V ugm-3,34,V ugm-3,12,V ugm-3,40,V ugm-3,No data,V ugm-3,53,V ugm-3
2014-02-12,47,V ugm-3,43,V ugm-3,13,V ugm-3,39,V ugm-3,11,V ugm-3,21,V ugm-3,29,V ugm-3,No data,V ugm-3,97,V ugm-3,22,V ugm-3,8,V ugm-3,No data,V ugm-3,No data,V ugm-3,29,V ugm-3
2014-02-13,52,V ugm-3,44,V ugm-3,22,V ugm-3,49,V ugm-3,19,V ugm-3,24,V ugm-3,33,V ugm-3,No data,V ugm-3,118,V ugm-3,30,V ugm-3,11,V ugm-3,No data,V ugm-3,No data,V ugm-3,58,V ugm-3
2014-02-14,59,V ugm-3,48,V ugm-3,18,V ugm-3,49,V ugm-3,11,V ugm-3,27,V ugm-3,28,V ugm-3,68,V ugm-3,95,V ugm-3,30,V ugm-3,10,V ugm-3,30,V ugm-3,No data,V ugm-3,30,V ugm-3
2014-02-15,31,V ugm-3,23,V ugm-3,9,V ugm-3,30,V ugm-3,10,V ugm-3,11,V ugm-3,18,V ugm-3,39,V ugm-3,80,V ugm-3,16,V ugm-3,6,V ugm-3,20,V ugm-3,No data,V ugm-3,32,V ugm-3
2014-02-16,56,V ugm-3,50,V ugm-3,25,V ugm-3,49,V ugm-3,21,V ugm-3,30,V ugm-3,39,V ugm-3,74,V ugm-3,96,V ugm-3,36,V ugm-3,16,V ugm-3,37,V ugm-3,No data,V ugm-3,53,V ugm-3
2014-02-17,66,V ugm-3,70,V ugm-3,28,V ugm-3,56,V ugm-3,16,V ugm-3,39,V ugm-3,45,V ugm-3,83,V ugm-3,98,V ugm-3,35,V ugm-3,15,V ugm-3,43,V ugm-3,No data,V ugm-3,40,V ugm-3
2014-02-18,71,V ugm-3,69,V ugm-3,33,V ugm-3,55,V ugm-3,31,V ugm-3,46,V ugm-3,50,V ugm-3,95,V ugm-3,106,V ugm-3,44,V ugm-3,21,V ugm-3,48,V ugm-3,No data,V ugm-3,56,V ugm-3
2014-02-19,63,V ugm-3,59,V ugm-3,30,V ugm-3,54,V ugm-3,33,V ugm-3,38,V ugm-3,49,V ugm-3,86,V ugm-3,No data,V ugm-3,42,V ugm-3,22,V ugm-3,45,V ugm-3,No data,V ugm-3,60,V ugm-3
2014-02-20,51,V ugm-3,49,V ugm-3,19,V ugm-3,45,V ugm-3,16,V ugm-3,26,V ugm-3,37,V ugm-3,75,V ugm-3,No data,V ugm-3,31,V ugm-3,10,V ugm-3,33,V ugm-3,No data,V ugm-3,42,V ugm-3
2014-02-21,57,V ugm-3,48,V ugm-3,22,V ugm-3,43,V ugm-3,17,V ugm-3,23,V ugm-3,34,V ugm-3,72,V ugm-3,No data,V ugm-3,29,V ugm-3,9,V ugm-3,32,V ugm-3,No data,V ugm-3,48,V ugm-3
2014-02-22,48,V ugm-3,43,V ugm-3,16,V ugm-3,40,V ugm-3,15,V ugm-3,18,V ugm-3,31,V ugm-3,63,V ugm-3,114,V ugm-3,23,V ugm-3,7,V ugm-3,28,V ugm-3,No data,V ugm-3,38,V ugm-3
2014-02-23,32,V ugm-3,32,V ugm-3,7,V ugm-3,28,V ugm-3,7,V ugm-3,14,V ugm-3,26,V ugm-3,48,V ugm-3,79,V ugm-3,14,V ugm-3,4,V ugm-3,15,V ugm-3,No data,V ugm-3,16,V ugm-3
2014-02-24,60,V ugm-3,52,V ugm-3,19,V ugm-3,44,V ugm-3,14,V ugm-3,27,V ugm-3,42,V ugm-3,80,V ugm-3,108,V ugm-3,28,V ugm-3,11,V ugm-3,31,V ugm-3,No data,V ugm-3,34,V ugm-3
2014-02-25,56,V ugm-3,52,V ugm-3,18,V ugm-3,43,V ugm-3,14,V ugm-3,23,V ugm-3,40,V ugm-3,84,V ugm-3,122,V ugm-3,No data,V ugm-3,9,V ugm-3,30,V ugm-3,No data,V ugm-3,33,V ugm-3
2014-02-26,59,V ugm-3,52,V ugm-3,29,V ugm-3,48,V ugm-3,30,V ugm-3,27,V ugm-3,42,V ugm-3,83,V ugm-3,136,V ugm-3,No data,V ugm-3,12,V ugm-3,40,V ugm-3,No data,V ugm-3,56,V ugm-3
2014-02-27,55,V ugm-3,46,V ugm-3,27,V ugm-3,52,V ugm-3,26,V ugm-3,25,V ugm-3,39,V ugm-3,70,V ugm-3,124,V ugm-3,31,V ugm-3,13,V ugm-3,46,V ugm-3,No data,V ugm-3,60,V ugm-3
2014-02-28,101,V ugm-3,51,V ugm-3,32,V ugm-3,75,V ugm-3,27,V ugm-3,35,V ugm-3,43,V ugm-3,54,V ugm-3,89,V ugm-3,49,V ugm-3,30,V ugm-3,63,V ugm-3,No data,V ugm-3,77,V ugm-3
2014-03-01,84,V ugm-3,51,V ugm-3,39,V ugm-3,73,V ugm-3,50,V ugm-3,39,V ugm-3,57,V ugm-3,66,V ugm-3,85,V ugm-3,52,V ugm-3,45,V ugm-3,60,V ugm-3,No data,V ugm-3,90,V ugm-3
2014-03-02,44,V ugm-3,46,V ugm-3,14,V ugm-3,40,V ugm-3,11,V ugm-3,23,V ugm-3,35,V ugm-3,60,V ugm-3,94,V ugm-3,24,V ugm-3,9,V ugm-3,27,V ugm-3,No data,V ugm-3,26,V ugm-3
2014-03-03,99,V ugm-3,66,V ugm-3,41,V ugm-3,70,V ugm-3,29,V ugm-3,46,V ugm-3,53,V ugm-3,86,V ugm-3,115,V ugm-3,54,V ugm-3,35,V ugm-3,66,V ugm-3,No data,V ugm-3,74,V ugm-3
2014-03-04,93,V ugm-3,75,V ugm-3,52,V ugm-3,No data,V ugm-3,46,V ugm-3,55,V ugm-3,73,V ugm-3,97,V ugm-3,152,V ugm-3,70,V ugm-3,44,V ugm-3,74,V ugm-3,No data,V ugm-3,97,V ugm-3
2014-03-05,92,V ugm-3,85,V ugm-3,46,V ugm-3,No data,V ugm-3,41,V ugm-3,59,V ugm-3,69,V ugm-3,88,V ugm-3,155,V ugm-3,71,V ugm-3,36,V ugm-3,74,V ugm-3,No data,V ugm-3,93,V ugm-3
2014-03-06,63,V ugm-3,69,V ugm-3,28,V ugm-3,48,V ugm-3,16,V ugm-3,30,V ugm-3,43,V ugm-3,81,V ugm-3,130,V ugm-3,35,V ugm-3,15,V ugm-3,43,V ugm-3,No data,V ugm-3,46,V ugm-3
2014-03-07,71,V ugm-3,51,V ugm-3,34,V ugm-3,61,V ugm-3,24,V ugm-3,35,V ugm-3,47,V ugm-3,68,V ugm-3,117,V ugm-3,45,V ugm-3,26,V ugm-3,54,V ugm-3,No data,V ugm-3,69,V ugm-3
2014-03-08,74,V ugm-3,68,V ugm-3,26,V ugm-3,53,V ugm-3,14,V ugm-3,39,V ugm-3,42,V ugm-3,82,V ugm-3,102,V ugm-3,38,V ugm-3,18,V ugm-3,42,V ugm-3,No data,V ugm-3,40,V ugm-3
2014-03-09,87,V ugm-3,86,V ugm-3,35,V ugm-3,60,V ugm-3,21,V ugm-3,52,V ugm-3,73,V ugm-3,103,V ugm-3,119,V ugm-3,54,V ugm-3,20,V ugm-3,53,V ugm-3,No data,V ugm-3,59,V ugm-3
2014-03-10,90,V ugm-3,53,V ugm-3,30,V ugm-3,69,V ugm-3,25,V ugm-3,30,V ugm-3,52,V ugm-3,35,V ugm-3,66,V ugm-3,53,V ugm-3,No data,V ugm-3,62,V ugm-3,No data,V ugm-3,93,V ugm-3
2014-03-11,53,V ugm-3,35,V ugm-3,26,V ugm-3,55,V ugm-3,23,V ugm-3,28,V ugm-3,42,V ugm-3,33,V ugm-3,50,V ugm-3,29,V ugm-3,No data,V ugm-3,50,V ugm-3,No data,V ugm-3,81,V ugm-3
2014-03-12,84,V ugm-3,56,V ugm-3,37,V ugm-3,70,V ugm-3,37,V ugm-3,43,V ugm-3,70,V ugm-3,48,V ugm-3,82,V ugm-3,60,V ugm-3,58,V ugm-3,70,V ugm-3,79,V ugm-3,87,V ugm-3
2014-03-13,108,V ugm-3,74,V ugm-3,56,V ugm-3,87,V ugm-3,57,V ugm-3,51,V ugm-3,96,V ugm-3,70,V ugm-3,92,V ugm-3,71,V ugm-3,72,V ugm-3,90,V ugm-3,90,V ugm-3,103,V ugm-3
2014-03-14,87,V ugm-3,64,V ugm-3,42,V ugm-3,82,V ugm-3,51,V ugm-3,50,V ugm-3,75,V ugm-3,68,V ugm-3,137,V ugm-3,74,V ugm-3,53,V ugm-3,81,V ugm-3,62,V ugm-3,104,V ugm-3
2014-03-15,37,V ugm-3,19,V ugm-3,26,V ugm-3,63,V ugm-3,28,V ugm-3,16,V ugm-3,34,V ugm-3,33,V ugm-3,76,V ugm-3,33,V ugm-3,16,V ugm-3,49,V ugm-3,35,V ugm-3,75,V ugm-3
2014-03-16,42,V ugm-3,26,V ugm-3,26,V ugm-3,52,V ugm-3,26,V ugm-3,20,V ugm-3,32,V ugm-3,54,V ugm-3,90,V ugm-3,33,V ugm-3,14,V ugm-3,42,V ugm-3,28,V ugm-3,76,V ugm-3
2014-03-17,48,V ugm-3,32,V ugm-3,33,V ugm-3,53,V ugm-3,33,V ugm-3,27,V ugm-3,38,V ugm-3,60,V ugm-3,112,V ugm-3,39,V ugm-3,18,V ugm-3,43,V ugm-3,25,V ugm-3,70,V ugm-3
2014-03-18,39,V ugm-3,26,V ugm-3,23,V ugm-3,49,V ugm-3,23,V ugm-3,21,V ugm-3,31,V ugm-3,56,V ugm-3,113,V ugm-3,29,V ugm-3,13,V ugm-3,41,V ugm-3,19,V ugm-3,67,V ugm-3
2014-03-19,56,V ugm-3,44,V ugm-3,25,V ugm-3,45,V ugm-3,23,V ugm-3,28,V ugm-3,40,V ugm-3,74,V ugm-3,130,V ugm-3,34,V ugm-3,14,V ugm-3,38,V ugm-3,20,V ugm-3,53,V ugm-3
2014-03-20,43,V ugm-3,27,V ugm-3,16,V ugm-3,34,V ugm-3,11,V ugm-3,13,V ugm-3,33,V ugm-3,61,V ugm-3,126,V ugm-3,19,V ugm-3,7,V ugm-3,27,V ugm-3,9,V ugm-3,29,V ugm-3
2014-03-21,47,V ugm-3,31,V ugm-3,20,V ugm-3,38,V ugm-3,14,V ugm-3,16,V ugm-3,30,V ugm-3,62,V ugm-3,134,V ugm-3,25,V ugm-3,7,V ugm-3,30,V ugm-3,14,V ugm-3,42,V ugm-3
2014-03-22,41,V ugm-3,25,V ugm-3,15,V ugm-3,32,V ugm-3,12,V ugm-3,14,V ugm-3,22,V ugm-3,59,V ugm-3,109,V ugm-3,22,V ugm-3,6,V ugm-3,26,V ugm-3,13,V ugm-3,36,V ugm-3
2014-03-23,52,V ugm-3,20,V ugm-3,20,V ugm-3,52,V ugm-3,13,V ugm-3,13,V ugm-3,24,V ugm-3,31,V ugm-3,61,V ugm-3,23,V ugm-3,13,V ugm-3,34,V ugm-3,37,V ugm-3,58,V ugm-3
2014-03-24,92,V ugm-3,44,V ugm-3,39,V ugm-3,52,V ugm-3,26,V ugm-3,29,V ugm-3,44,V ugm-3,85,V ugm-3,105,V ugm-3,48,V ugm-3,20,V ugm-3,49,V ugm-3,39,V ugm-3,52,V ugm-3
2014-03-25,83,V ugm-3,45,V ugm-3,32,V ugm-3,67,V ugm-3,23,V ugm-3,36,V ugm-3,54,V ugm-3,84,V ugm-3,106,V ugm-3,46,V ugm-3,28,V ugm-3,64,V ugm-3,62,V ugm-3,68,V ugm-3
2014-03-26,102,V ugm-3,43,V ugm-3,41,V ugm-3,75,V ugm-3,28,V ugm-3,29,V ugm-3,56,V ugm-3,41,V ugm-3,74,V ugm-3,50,V ugm-3,42,V ugm-3,66,V ugm-3,75,V ugm-3,104,V ugm-3
2014-03-27,94,V ugm-3,48,V ugm-3,41,V ugm-3,75,V ugm-3,37,V ugm-3,38,V ugm-3,70,V ugm-3,69,V ugm-3,105,V ugm-3,54,V ugm-3,50,V ugm-3,70,V ugm-3,72,V ugm-3,93,V ugm-3
2014-03-28,89,V ugm-3,59,V ugm-3,43,V ugm-3,79,V ugm-3,38,V ugm-3,44,V ugm-3,66,V ugm-3,74,V ugm-3,111,V ugm-3,60,V ugm-3,49,V ugm-3,76,V ugm-3,71,V ugm-3,88,V ugm-3
2014-03-29,84,V ugm-3,61,V ugm-3,48,V ugm-3,81,V ugm-3,44,V ugm-3,50,V ugm-3,69,V ugm-3,83,V ugm-3,103,V ugm-3,68,V ugm-3,47,V ugm-3,72,V ugm-3,63,V ugm-3,79,V ugm-3
2014-03-30,96,V ugm-3,66,V ugm-3,48,V ugm-3,85,V ugm-3,47,V ugm-3,53,V ugm-3,68,V ugm-3,98,V ugm-3,105,V ugm-3,77,V ugm-3,44,V ugm-3,80,V ugm-3,66,V ugm-3,88,V ugm-3
2014-03-31,104,V ugm-3,88,V ugm-3,42,V ugm-3,74,V ugm-3,46,V ugm-3,56,V ugm-3,64,V ugm-3,114,V ugm-3,122,V ugm-3,59,V ugm-3,33,V ugm-3,73,V ugm-3,59,V ugm-3,92,V ugm-3
2014-04-01,100,V ugm-3,75,V ugm-3,52,V ugm-3,92,V ugm-3,52,V ugm-3,56,V ugm-3,80,V ugm-3,70,V ugm-3,126,V ugm-3,72,V ugm-3,49,V ugm-3,85,V ugm-3,68,V ugm-3,111,V ugm-3
2014-04-02,99,V ugm-3,70,V ugm-3,64,V ugm-3,92,V ugm-3,60,V ugm-3,59,V ugm-3,95,V ugm-3,91,V ugm-3,132,V ugm-3,79,V ugm-3,69,V ugm-3,93,V ugm-3,82,V ugm-3,95,V ugm-3
2014-04-03,76,V ugm-3,49,V ugm-3,38,V ugm-3,61,V ugm-3,35,V ugm-3,37,V ugm-3,60,V ugm-3,71,V ugm-3,90,V ugm-3,49,V ugm-3,45,V ugm-3,57,V ugm-3,52,V ugm-3,66,V ugm-3
2014-04-04,53,V ugm-3,44,V ugm-3,33,V ugm-3,49,V ugm-3,29,V ugm-3,29,V ugm-3,49,V ugm-3,71,V ugm-3,126,V ugm-3,35,V ugm-3,21,V ugm-3,45,V ugm-3,24,V ugm-3,74,V ugm-3
